"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"2","0.000000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"3","0.000000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=537 Win=65392 Len=0"
"4","0.000000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=537 Win=65392 Len=0"
"5","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"6","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"7","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"8","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"9","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"10","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"11","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"12","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"13","0.004000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=1073 Win=65392 Len=0"
"14","0.004000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=1073 Win=65392 Len=0"
"15","0.004000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=1609 Win=65392 Len=0"
"16","0.004000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=1609 Win=65392 Len=0"
"17","0.004000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=2145 Win=65392 Len=0"
"18","0.004000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=2145 Win=65392 Len=0"
"19","0.004000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=2681 Win=65392 Len=0"
"20","0.004000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=2681 Win=65392 Len=0"
"21","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"22","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"23","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"24","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"25","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"26","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"27","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"28","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"29","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"30","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"31","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"32","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"33","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"34","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"35","0.004000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"36","0.004000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"37","0.008000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=3217 Win=65392 Len=0"
"38","0.008000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=3217 Win=65392 Len=0"
"39","0.008000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=3753 Win=65392 Len=0"
"40","0.008000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=3753 Win=65392 Len=0"
"41","0.008000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=4825 Win=65392 Len=0"
"42","0.008000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=4825 Win=65392 Len=0"
"43","0.008000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 41#1] 64435  >  443 [ACK] Seq=1 Ack=4825 Win=65392 Len=0"
"44","0.008000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 42#1] 64435  >  443 [ACK] Seq=1 Ack=4825 Win=65392 Len=0"
"45","0.008000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=5361 Win=65392 Len=0"
"46","0.008000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=5361 Win=65392 Len=0"
"47","0.008000","10.64.43.166","49.44.80.47","TCP","60","[TCP ACKed unseen segment] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"48","0.008000","116.50.76.245","49.44.80.47","TCP","60","[TCP ACKed unseen segment] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"49","0.008000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 47#1] [TCP ACKed unseen segment] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"50","0.008000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 48#1] [TCP ACKed unseen segment] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"51","0.008000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 47#2] [TCP ACKed unseen segment] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"52","0.008000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 48#2] [TCP ACKed unseen segment] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"53","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"54","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"55","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"56","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"57","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"58","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP Spurious Retransmission]  [TCP segment of a reassembled PDU]"
"59","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"60","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"61","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"62","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"63","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"64","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"65","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"66","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"67","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"68","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"69","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"70","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"71","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"72","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"73","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"74","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"75","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"76","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"77","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"78","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"79","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"80","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"81","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"82","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"83","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"84","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"85","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"86","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"87","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"88","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"89","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"90","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"91","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"92","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"93","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"94","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"95","0.008000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"96","0.008000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"97","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 47#3] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"98","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 48#3] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"99","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 47#4] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"100","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 48#4] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"101","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 47#5] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"102","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 48#5] 64435  >  443 [ACK] Seq=1 Ack=8577 Win=65392 Len=0"
"103","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=9649 Win=65392 Len=0"
"104","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=9649 Win=65392 Len=0"
"105","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 103#1] 64435  >  443 [ACK] Seq=1 Ack=9649 Win=65392 Len=0"
"106","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 104#1] 64435  >  443 [ACK] Seq=1 Ack=9649 Win=65392 Len=0"
"107","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=10185 Win=65392 Len=0"
"108","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=10185 Win=65392 Len=0"
"109","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=10721 Win=65392 Len=0"
"110","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=10721 Win=65392 Len=0"
"111","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=11257 Win=65392 Len=0"
"112","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=11257 Win=65392 Len=0"
"113","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=11793 Win=65392 Len=0"
"114","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=11793 Win=65392 Len=0"
"115","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=12329 Win=65392 Len=0"
"116","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=12329 Win=65392 Len=0"
"117","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=12865 Win=65392 Len=0"
"118","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=12865 Win=65392 Len=0"
"119","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=13401 Win=65392 Len=0"
"120","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=13401 Win=65392 Len=0"
"121","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=13937 Win=65392 Len=0"
"122","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=13937 Win=65392 Len=0"
"123","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=15009 Win=65392 Len=0"
"124","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=15009 Win=65392 Len=0"
"125","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 123#1] 64435  >  443 [ACK] Seq=1 Ack=15009 Win=65392 Len=0"
"126","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 124#1] 64435  >  443 [ACK] Seq=1 Ack=15009 Win=65392 Len=0"
"127","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=15545 Win=65392 Len=0"
"128","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=15545 Win=65392 Len=0"
"129","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=16081 Win=65392 Len=0"
"130","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=16081 Win=65392 Len=0"
"131","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=16617 Win=65392 Len=0"
"132","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=16617 Win=65392 Len=0"
"133","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=17153 Win=65392 Len=0"
"134","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=17153 Win=65392 Len=0"
"135","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=17689 Win=64856 Len=0"
"136","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=17689 Win=64856 Len=0"
"137","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"138","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"139","0.012000","49.44.80.47","116.50.76.245","SSLv2","590","Encrypted Data"
"140","0.012000","49.44.80.47","10.64.43.166","SSLv2","590","Encrypted Data"
"141","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"142","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"143","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"144","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"145","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"146","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"147","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"148","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"149","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"150","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"151","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"152","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"153","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"154","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"155","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"156","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"157","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"158","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"159","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"160","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"161","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"162","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"163","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"164","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"165","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=18225 Win=64320 Len=0"
"166","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=18225 Win=64320 Len=0"
"167","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"168","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"169","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=18761 Win=63784 Len=0"
"170","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=18761 Win=63784 Len=0"
"171","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"172","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"173","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"174","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"175","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"176","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"177","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"178","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"179","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"180","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"181","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"182","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"183","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"184","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"185","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"186","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"187","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"188","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"189","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"190","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"191","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"192","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"193","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"194","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"195","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"196","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"197","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"198","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"199","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"200","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"201","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"202","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"203","0.012000","49.44.80.47","116.50.76.245","TCP","590","[TCP segment of a reassembled PDU]"
"204","0.012000","49.44.80.47","10.64.43.166","TCP","590","[TCP segment of a reassembled PDU]"
"205","0.012000","49.44.80.47","116.50.76.245","TCP","590","443  >  64435 [ACK] Seq=35913 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"206","0.012000","49.44.80.47","10.64.43.166","TCP","590","443  >  64435 [ACK] Seq=35913 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"207","0.012000","49.44.80.47","116.50.76.245","TCP","590","443  >  64435 [ACK] Seq=36449 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"208","0.012000","49.44.80.47","10.64.43.166","TCP","590","443  >  64435 [ACK] Seq=36449 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"209","0.012000","49.44.80.47","116.50.76.245","TCP","590","443  >  64435 [ACK] Seq=36985 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"210","0.012000","49.44.80.47","10.64.43.166","TCP","590","443  >  64435 [ACK] Seq=36985 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"211","0.012000","49.44.80.47","116.50.76.245","TCP","590","443  >  64435 [ACK] Seq=37521 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"212","0.012000","49.44.80.47","10.64.43.166","TCP","590","443  >  64435 [ACK] Seq=37521 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"213","0.012000","49.44.80.47","116.50.76.245","TCP","590","443  >  64435 [ACK] Seq=38057 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"214","0.012000","49.44.80.47","10.64.43.166","TCP","590","443  >  64435 [ACK] Seq=38057 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"215","0.012000","49.44.80.47","116.50.76.245","TCP","590","443  >  64435 [ACK] Seq=38593 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"216","0.012000","49.44.80.47","10.64.43.166","TCP","590","443  >  64435 [ACK] Seq=38593 Ack=1 Win=49312 Len=536 [TCP segment of a reassembled PDU]"
"217","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"218","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"219","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 217#1] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"220","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 218#1] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"221","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 217#2] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"222","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 218#2] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"223","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 217#3] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"224","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 218#3] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"225","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 217#4] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"226","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 218#4] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"227","0.012000","10.64.43.166","49.44.80.47","TCP","60","[TCP Dup ACK 217#5] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"228","0.012000","116.50.76.245","49.44.80.47","TCP","60","[TCP Dup ACK 218#5] 64435  >  443 [ACK] Seq=1 Ack=21977 Win=60568 Len=0"
"229","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=22513 Win=60032 Len=0"
"230","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=22513 Win=60032 Len=0"
"231","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=23049 Win=59496 Len=0"
"232","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=23049 Win=59496 Len=0"
"233","0.012000","10.64.43.166","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=23585 Win=58960 Len=0"
"234","0.012000","116.50.76.245","49.44.80.47","TCP","60","64435  >  443 [ACK] Seq=1 Ack=23585 Win=58960 Len=0"
